134,985,Accord Healthcare (Pty) Ltd,44/26/0963,718136001,L01AX,S4,Accord Temozolomide 250 ,Temozolomide,250,mg,CAP,5,1,3836,426.22,596.71,4858.93,971.79,3-Jul-14,,Generic,
135,985,Accord Healthcare (Pty) Ltd,44/26/0381,718138001,L01XA,S4,Accord Oxaliplatin 50,Oxaliplatin ,50,mg,INF,10,1,773.69,85.96,120.35,980,98,16-Jul-14,,Generic,
136,985,Accord Healthcare (Pty) Ltd,42/26/1065,718139001,L01XA,S4,Accord Oxaliplatin 100,Oxaliplatin ,100,mg,INF,20,1,1547.37,171.93,240.7,1960,98,16-Jul-14,,Generic,
137,985,Accord Healthcare (Pty) Ltd,43/21.12/0055,718147001,L01XA,S4,Profina ,Finasteride,1,mg,TAB,30,1,90.08,10.01,14.01,114.1,3.8,3-Jul-14,,Generic,
138,985,Accord Healthcare (Pty) Ltd,43/21.2/0140,718148001,L01AX,S3,Accord Pioglitazone 15,Pioglitazone,15,mg,TAB,30,1,60.08,6.68,9.35,76.11,2.54,3-Jul-14,,Generic,
139,985,Accord Healthcare (Pty) Ltd,43/21.2/0141,718150001,L01AX,S3,Accord Pioglitazone 30,Pioglitazone,30,mg,TAB,30,1,100.89,11.21,15.69,127.79,4.26,3-Jul-14,,Generic,
140,985,Accord Healthcare (Pty) Ltd,43/21.2/0142,718151001,L01AX,S3,Accord Pioglitazone 45,Pioglitazone,45,mg,TAB,30,1,160.67,17.85,24.99,203.51,6.78,3-Jul-14,,Generic,
141,985,Accord Healthcare (Pty) Ltd,45/1.3.2/0225,718535001,N07BB,S4,Naltima,Naltrexone hydrochloride,50,mg,TAB,28,1,585.52,65.06,91.08,741.66,26.49,3-Jul-14,,Generic,
142,985,Accord Healthcare (Pty) Ltd,44/26/0556,719395001,L01CD,S4,Axtere 20 ,Docetaxel,20,mg/2ml,INF,2,1,534.03,59.34,83.07,676.44,338.22,3-Jul-14,,Generic,
143,985,Accord Healthcare (Pty) Ltd,44/26/0557,719396001,L01CD,S4,Axtere 80 ,Docetaxel,80,mg/8ml,INF,8,1,2136.16,237.35,332.29,2705.8,338.22,3-Jul-14,,Generic,
144,985,Accord Healthcare (Pty) Ltd,44/1.2/0851,719547001,N06AB,S5,Accord Escitalopram 10 ,Escitalopram,10,mg ,TAB,28,1,43.63,4.85,6.79,55.27,1.97,3-Jul-14,,Generic,
145,985,Accord Healthcare (Pty) Ltd,44/1.2/0852,719548001,N06AB,S5,Accord Escitalopram 20 ,Escitalopram,20,mg ,TAB,28,1,60.65,6.74,9.43,76.82,2.74,3-Jul-14,,Generic,
146,985,Accord Healthcare (Pty) Ltd,43/5.4.1/0506,719569001,N04BC,S4,Accord Ropinirole 0.25 mg,Ropinirole HCI,0.25,mg ,TAB,84,1,64.42,7.16,10.02,81.6,0.97,3-Jul-14,,Generic,
147,985,Accord Healthcare (Pty) Ltd,43/5.4.1/0505,719570001,N04BC,S4,Accord Ropinirole 0.5 mg,Ropinirole HCI,0.5,mg ,TAB,84,1,107.37,11.93,16.7,136,1.62,3-Jul-14,,Generic,
148,985,Accord Healthcare (Pty) Ltd,43/5.4.1/0507,719571001,N04BC,S4,Accord Ropinirole 1 mg,Ropinirole HCI,1,mg ,TAB,84,1,160.86,17.87,25.02,203.75,2.43,3-Jul-14,,Generic,
149,985,Accord Healthcare (Pty) Ltd,43/5.4.1/0508,719572001,N04BC,S4,Accord Ropinirole 2 mg,Ropinirole HCI,2,mg ,TAB,84,1,250.76,27.86,39,317.62,3.78,3-Jul-14,,Generic,
150,985,Accord Healthcare (Pty) Ltd,43/5.4.1/0509,719573001,N04BC,S4,Accord Ropinirole 5 mg,Ropinirole HCI,5,mg ,TAB,84,1,412.28,45.81,64.13,522.22,6.22,3-Jul-14,,Generic,
151,985,Accord Healthcare (Pty) Ltd,42/26/0327,719621001,N05CD,S5,Accord Midazolam 15 mg/3 ml,Midazolam,15,mg/3ml,INJ,3,10,118.3,13.14,18.4,149.84,4.99,3-Jul-14,,Generic,
152,985,Accord Healthcare (Pty) Ltd,42/26/0328,719622001,N05CD,S5,Accord Midazolam 50 mg/10 ml,Midazolam,50,mg/10ml,INJ,10,1,42.77,4.75,6.65,54.17,5.42,3-Jul-14,,Generic,
153,985,Accord Healthcare (Pty) Ltd,42/26/0329,719623001,N05CD,S5,Accord Midazolam 5 mg/5 ml,Midazolam,5,mg/5ml,INJ,5,10,77.63,8.62,12.07,98.32,1.97,3-Jul-14,,Generic,
154,985,Accord Healthcare (Pty) Ltd,43/26/1019,720381001,L01XA,S4,Cisacor 10,Cisplatin,1,mg/ml,INF,10,1,18.16,2.02,2.82,23,2.3,20-Aug-14,,Generic,
155,985,Accord Healthcare (Pty) Ltd,43/26/1021,720382001,L01XA,S4,Cisacor 50 ,Cisplatin,1,mg/ml,INF,50,1,90.79,10.09,14.12,115,2.3,20-Aug-14,,Generic,
156,985,Accord Healthcare (Pty) Ltd,44/26/0377,720614001,L01CD,S4,Accord Paclitaxel 30,Paclitaxel,30,mg/5ml,INJ,5,1,130.27,14.47,20.26,165,33,5-Nov-14,,Generic,
157,985,Accord Healthcare (Pty) Ltd,44/26/0378,720616001,L01CD,S4,Accord Paclitaxel 100,Paclitaxel ,100,mg/16.7ml,INJ,16.7,1,435.08,48.34,67.68,551.1,33,5-Nov-14,,Generic,
158,985,Accord Healthcare (Pty) Ltd,44/26/0379,720617001,L01CD,S4,Accord Paclitaxel 300,Paclitaxel ,300,mg/50ml,INJ,50,1,1302.63,144.74,202.63,1650,33,5-Nov-14,,Generic,
159,1110,Actor Pharma (Pty) Ltd,41/20.1.1/0043,715059001,J01DC,S4,AUROPROZIL 250 mg,Cefprozil monohydrate,250,mg,TAB,10,1,85.06,7.23,12.92,105.21,10.52,2-Jun-14,,Generic,
160,1110,Actor Pharma (Pty) Ltd,41/20.1.1/0044,715075001,J01DC,S4,AUROPROZIL 500 mg,Cefprozil monohydrate,500,mg,TAB,10,1,140.52,11.94,21.34,173.8,17.38,2-Jun-14,,Generic,
161,1110,Actor Pharma (Pty) Ltd,41/20.1.1/0752,715142001,J01DC,S4,ZINOXIME 250 mg,Cefuroxime Axetil,250,mg,TAB,10,1,79.97,6.8,12.15,98.92,9.89,2-Jun-14,,Generic,
162,1110,Actor Pharma (Pty) Ltd,41/20.1.1/0753,715261001,J01DC,S4,ZINOXIME 500 mg,Cefuroxime Axetil,500,mg,TAB,10,1,147.46,12.53,22.4,182.39,18.24,2-Jun-14,,Generic,
163,1110,Actor Pharma (Pty) Ltd,41/7.1.3/0110,716120001,C09BA,S3,AURO LISINOPRIL CO 10 mg,Lisinopril,10,mg,TAB,30,1,52.63,4.47,7.99,65.09,2.17,2-Jun-14,,Generic,
164,,,,,,,,Hydrochlorothiazide,12.5,mg,,,,,,,,,,,,
165,1110,Actor Pharma (Pty) Ltd,41/7.1.3/0111,716121001,C09BA,S3,AURO LISINOPRIL CO 20 mg,Lisinopril,20,mg,TAB,30,1,81.53,6.93,12.38,100.84,3.36,2-Jun-14,,Generic,
166,,,,,,,,Hydrochlorothiazide,12.5,mg,,,,,,,,,,,,
167,1110,Actor Pharma (Pty) Ltd,41/20.1.2/0687,716122001,J01CA,S4,YOMAX 250 mg,Amoxycillin Trihydrate,250,mg,CAP,500,1,155.31,13.2,23.59,192.1,0.38,2-Jun-14,,Generic,
168,1110,Actor Pharma (Pty) Ltd,41/20.1.2/0688,716123001,J01CA,S4,YOMAX 500 mg,Amoxycillin Trihydrate,500,mg,CAP,100,1,64.24,5.46,9.76,79.46,0.79,2-Jun-14,,Generic,
169,1110,Actor Pharma (Pty) Ltd,41/20.1.2/0532,716124001,J01CR,S4,BINDOCLAV 375 mg,Amoxicillin Trihydrate,250,mg,TAB,15,1,32.36,2.75,4.92,40.03,2.67,2-Jun-14,,Generic,
170,,,,,,,,Potassium Clavulanate,125,mg,,,,,,,,,,,,
171,1110,Actor Pharma (Pty) Ltd,41/20.1.2/0533,716125001,J01CR,S4,BINDOCLAV 625 mg,Amoxicillin Trihydrate,500,mg,TAB,15,1,51.96,4.42,7.89,64.27,4.28,2-Jun-14,,Generic,
172,,,,,,,,Potassium Clavulanate,125,mg,,,,,,,,,,,,
173,1110,Actor Pharma (Pty) Ltd,41/20.1.2/0534,716126001,J01CR,S4,BINDOCLAV 1000 mg,Amoxicillin Trihydrate,875,mg,TAB,10,1,99.3,8.44,15.08,122.82,12.28,2-Jun-14,,Generic,
174,,,,,,,,Potassium Clavulanate,125,mg,,,,,,,,,,,,
175,1110,Actor Pharma (Pty) Ltd,44/10.1/0927,718049001,R05CB,S2,MUCATAK 200 EFFERVESCENT TABLETS,Acetylcysteine,200,mg,EFT,25,1,44.34,3.55,6.7,54.59,2.18,2-Jun-14,,Generic,
176,1110,Actor Pharma (Pty) Ltd,44/10.1/0928,718050001,R05C0,S2,MUCATAK 600 EFFERVESCENT TABLETS,Acetylcysteine,600,mg,EFT,10,1,45.18,3.61,6.83,55.62,5.56,20-Dec-12,,Generic,
177,1110,Actor Pharma (Pty) Ltd,45/34/0435,719858001,M05BA,S4,ZOMABON,Zoledronic Acid,4,mg/5ml,INF,5,1,1361.1,108.89,205.8,1675.79,335.16,26-Aug-14,,Generic,
178,1110,ACTOR PHARMA (PTY) LTD,46/8.3/0849,719989001,B03AC,S3,RAUTEVENE,iron,100,mg/5 ml,INJ,5,5,476.5,38.12,72.05,586.67,23.47,22-Aug-14,,Generic,
179,1110,Actor Pharma (Pty) Ltd,33/21.8.2/0471,880612002,G03AC,S2,NORLEVO,Levonorgestrel,0.75,mg,TAB,2,1,36.92,3.69,5.69,46.3,23.15,2-Jun-14,,Originator,
180,665,Adcock Ingram Critical Care (Pty) Ltd,30/20.1.2/0463,700609003,J01CA,S4,Adco Piperacillin 2G/20Ml,Piperacillin,2,g/1000ml,POW,5,,148.77,17.29,23.25,189.31,1.88,30-Apr-14,Discontinued,Generic,
181,665,Adcock Ingram Critical Care (Pty) Ltd,30/20.1.2/0463,700609004,J01CA,S4,Sabax Piperacillin 2G/20Ml,Piperacillin,2,g/1000ml,POW,1,,29.75,3.46,4.65,37.86,1.88,30-Apr-14,Discontinued,Generic,
182,665,Adcock Ingram Critical Care (Pty) Ltd,30/20.1.2/0464,700611005,J01CA,S4,Sabax Piperacillin 4G/50Ml,Piperacillin,4,g/1000ml,POW,1,,268.58,31.21,41.97,341.75,6.84,30-Apr-14,Discontinued,Generic,
183,665,Adcock Ingram Critical Care (Pty) Ltd,E875 (Act 101/1965),701386002,B05XA,S3,Sabax Plasmalyte B (1000Ml),Magnesium Chloride,0.3,g/1000ml,INF,1000,6,20.28,2.35,3.17,25.79,0,30-Apr-14,,Originator,
184,,,,,,,,Potassium chloride,0.3,g/1000ml,,,,,,,,,,,,
185,,,,,,,,Sodium bicarbonate,2.3,g/1000ml,,,,,,,,,,,,
186,,,,,,,,Sodium chloride,6,g/1000ml,,,,,,,,,,,,
187,665,Adcock Ingram Critical Care (Pty) Ltd,E875 (Act 101/1965),701386003,B05XA,S3,Sabax Plasmalyte B (1000Ml),Sodium Chloride,6,g/1000ml,INF,1000,6,22.23,2.58,3.47,28.28,0,30-Apr-14,,Originator,
188,,,,,,,,Sodium bicarbonate,2.3,g/1000ml,,,,,,,,,,,,
189,,,,,,,,Magnesium chloride,0.3,g/1000ml,,,,,,,,,,,,
190,,,,,,,,Potassium chloride,0.3,g/1000ml,,,,,,,,,,,,
191,665,Adcock Ingram Critical Care (Pty) Ltd,E875 (Act 101/1965),701386004,B05XA,S3,Sabax Plasmalyte B (1000Ml),Sodium Chloride,6,g/1000ml,INF,1000,10,206.96,24.05,32.34,263.36,0.03,30-Apr-14,,Originator,
192,,,,,,,,Sodium bicarbonate,2.3,g/1000ml,,,,,,,,,,,,
193,,,,,,,,Magnesium chloride,0.3,g/1000ml,,,,,,,,,,,,
194,,,,,,,,Potassium chloride,0.3,g/1000ml,,,,,,,,,,,,
195,665,Adcock Ingram Critical Care (Pty) Ltd,D/24/208,701395003,B05XA,S3,Sabax Ringer-Lactate 2000ml,Calcium chloride,0.27,g/1000ml,INF,2000,5,29.97,3.47,4.68,38.12,0,30-Apr-14,,Originator,
196,,,,,,,,Potassium chloride,0.4,g/1000ml,,,,,,,,,,,,
197,,,,,,,,Sodium chloride,6,g/1000ml,,,,,,,,,,,,
198,,,,,,,,Sodium lactate,3.2,g/1000ml,,,,,,,,,,,,
199,665,Adcock Ingram Critical Care (Pty) Ltd,D/24/208,701395004,B05XA,S3,Sabax Ringer-Lactate 2000Ml,Sodium Chloride,6,g/1000ml,INF,2000,1,34.04,3.96,5.32,43.31,0.02,30-Apr-14,,Originator,
200,,,,,,,,Sodium lactate,3.2,g/1000ml,,,,,,,,,,,,
201,,,,,,,,Potassium chloride,0.4,g/1000ml,,,,,,,,,,,,
202,,,,,,,,Calcium chloride,0.27,g/1000ml,,,,,,,,,,,,
203,665,Adcock Ingram Critical Care (Pty) Ltd,D/24/208,701395005,B05XA,S3,Sabax Ringer-Lactate (2000Ml),Sodium Chloride,6,g/1000ml,INF,2000,5,158.46,18.41,24.76,201.64,0.02,30-Apr-14,,Originator,
204,,,,,,,,Sodium lactate,3.2,g/1000ml,,,,,,,,,,,,
205,,,,,,,,Potassium chloride,0.4,g/1000ml,,,,,,,,,,,,
206,,,,,,,,Calcium chloride,0.27,g/1000ml,,,,,,,,,,,,
207,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0325,703272001,J01DC,S4,Adco-Cefoxitin 1g ,Cefoxitin,1,g,INJ,1,,21.75,2.53,3.4,27.68,27.68,30-Apr-14,,Generic,
208,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0325,703272002,J01DC,S4,Adco-Cefoxitin 1G ,Cefoxitin,1,g,INJ,10,,217.55,25.28,34,276.83,27.68,30-Apr-14,Discontinued,Generic,
209,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0260,703368001,J01DB,S4,Sabax Cefazolin 1g Injection,Cefazolin,1,g,POW,1,,12.14,1.41,1.9,15.45,15.45,30-Apr-14,,Generic,
210,665,Adcock Ingram Critical Care (Pty) Ltd,D/24/208,703437001,B05XA,S3,Sabax Ringer-Lactate 500Ml,Calcium Chloride,0.27,g,INF,500,1,11.88,1.38,1.86,15.11,0.03,30-Apr-14,,Originator,
211,,,,,,,,Potassium chloride,0.4,g,,,,,,,,,,,,
212,,,,,,,,Sodium chloride,6,g,,,,,,,,,,,,
213,,,,,,,,Sodium lactate,3.2,g,,,,,,,,,,,,
214,665,Adcock Ingram Critical Care (Pty) Ltd,D/24/208,703437002,B05XA,S3,Sabax Ringer-Lactate (500Ml),Calcium Chloride,0.27,g,INF,500,18,199.07,23.13,31.11,253.32,0.03,30-Apr-14,,Originator,
215,,,,,,,,Potassium chloride,0.4,g,,,,,,,,,,,,
216,,,,,,,,Sodium lactate,3.2,g,,,,,,,,,,,,
217,,,,,,,,Sodium chloride,6,g,,,,,,,,,,,,
218,665,Adcock Ingram Critical Care (Pty) Ltd,37/20.1.1/0042,703463003,J01DD,S4,Adco Ceftriaxone 500mg,Ceftriaxone,500,mg,INJ,1,,14.98,1.74,2.34,19.06,19.06,30-Apr-14,,Generic,
219,665,Adcock Ingram Critical Care (Pty) Ltd,37/20.1.1/0042,703463004,J01DD,S4,Adco Ceftriaxone 500mg,Ceftriaxone,500,mg,INJ,10,,149.79,17.41,23.41,190.6,19.06,30-Apr-14,,Generic,
220,665,Adcock Ingram Critical Care (Pty) Ltd,37/20.1.1/0044,703466006,J01DD,S4,Adco Ceftriaxone 2g,Ceftriaxone,2,g,INJ,1,,33.51,3.89,5.24,42.64,42.64,30-Apr-14,,Generic,
221,665,Adcock Ingram Critical Care (Pty) Ltd,37/20.1.1/0044,703466007,J01DD,S4,Adco Ceftriaxone 2g,Ceftriaxone,2,g,INJ,5,,167.57,19.47,26.19,213.22,42.64,30-Apr-14,,Generic,
222,665,Adcock Ingram Critical Care (Pty) Ltd,35/10.2.1/0004,703469003,R03AC,S3,Sabax Nebrafen,Ipratropium Bromide,0.5,mg/4ml,SOL,60,1,289.49,33.64,45.24,368.36,6.14,30-Apr-14,,Generic,
223,,,,,,,,Fenoterol,1.25,mg/4ml,,,,,,,,,,,,
224,665,Adcock Ingram Critical Care (Pty) Ltd,37/20.1.1/0043,703474002,J01DD,S4,Adco Ceftriaxone 1g,Ceftriaxone,1,g,INJ,1,,10.55,1.23,1.65,13.42,13.42,30-Apr-14,,Generic,
225,665,Adcock Ingram Critical Care (Pty) Ltd,37/20.1.1/0043,703474003,J01DD,S4,Adco Ceftriaxone 1g,Ceftriaxone,1,g,INJ,10,,105.5,12.26,16.49,134.24,13.42,30-Apr-14,,Generic,
226,665,Adcock Ingram Critical Care (Pty) Ltd,S/34/106,703794001,B05XA,S3,Sabax Dianeal 2.5,Calcium chloride dihydrate,257,mg/1000ml,SOL,2500,1,59.93,6.96,9.36,76.26,0.03,30-Apr-14,,Originator,
227,,,,,,,,Glucose,25,g/1000ml,,,,,,,,,,,,
228,,,,,,,,Magnesium chloride,50.8,g/1000ml,,,,,,,,,,,,
229,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
230,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
231,665,Adcock Ingram Critical Care (Pty) Ltd,S/34/106,703794002,B05XA,S3,Sabax Dianeal 2.5,Calcium chloride dihydrate,257,mg/1000ml,SOL,2500,4,239.72,27.86,37.46,305.03,0.03,30-Apr-14,,Originator,
232,,,,,,,,Magnesium chloride,50.8,g/1000ml,,,,,,,,,,,,
233,,,,,,,,Glucose,25,g/1000ml,,,,,,,,,,,,
234,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
235,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
236,665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0327,703795001,B05XA,S3,Sabax Dianeal Normal Calcium with  4.25% Glucose,Calcium chloride,182.83,mg/1000ml,DIA,2500,1,59.75,6.94,9.34,76.04,0.03,30-Apr-14,,Originator,
237,,,,,,,,Glucose,42.5,g/1000ml,,,,,,,,,,,,
238,,,,,,,,Magnesium chloride,0.0508,g/1000ml,,,,,,,,,,,,
239,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
240,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
241,665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0326,703797001,B05XA,S3,"Sabax Dianeal Normal Calcium with 2,5% Glucose",Calcium chloride,182.83,mg/1000ml,DIA,2500,1,58.05,6.75,9.07,73.86,0.03,30-Apr-14,,Originator,
242,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
243,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
244,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
245,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
246,665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0326,703797002,B05XA,S3,"Sabax Dianeal Normal Calcium with 2,5% Glucose",Calcium chloride,182.83,mg/1000ml,DIA,2500,4,232.19,26.98,36.28,295.46,0.03,30-Apr-14,,Originator,
247,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
248,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
249,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
250,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
251,665,Adcock Ingram Critical Care (Pty) Ltd,L614 (Act 101 / 1965),703798001,B05XA,S3,Sabax Dianeal 1.5% Gluc (2.5L),Calcium Chloride,260,g/1000ml,SOL,2500,4,64.73,7.52,10.12,82.37,0.01,30-Apr-14,,Originator,
252,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
253,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
254,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
255,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
256,665,Adcock Ingram Critical Care (Pty) Ltd,L614 (Act 101 / 1965),703798002,B05XA,S3,Sabax Dianeal 1.5% Gluc (2.5L),Calcium Chloride,260,g/1000ml,SOL,2500,4,258.93,30.09,40.46,329.48,0.03,30-Apr-14,,Originator,
257,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
258,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
259,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
260,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
261,665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0325,703801001,B05XA,S3,Sabax Dianeal Normal Calcium with 1.5% Glucose,Calcium Chloride,182.83,mg/1000ml,DIA,2500,1,59.76,6.94,9.34,76.04,0.03,30-Apr-14,,Originator,
262,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
263,,,,,,,,Magnesium chloride,0.0508,g/1000ml,,,,,,,,,,,,
264,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
265,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
266,665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0325,703801002,B05XA,S3,Sabax Dianeal Normal Calcium with 1.5% Glucose,Calcium Chloride,182.83,mg/1000ml,DIA,2500,4,239.04,27.78,37.35,304.17,0.03,30-Apr-14,,Originator,
267,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
268,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
269,,,,,,,,Calcium chloride,0.183,g/1000ml,,,,,,,,,,,,
270,,,,,,,,Magnesium chloride,0.0508,g/1000ml,,,,,,,,,,,,
271,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0297,704635001,J01DD,S4,Adco-Cefuroxime 750mg ,Cefuroxime ,750,mg,INJ,1,,14.69,1.71,2.3,18.7,1.87,30-Apr-14,,Generic,
272,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0297,704635002,J01DD,S4,Adco-Cefuroxime 750mg ,Cefuroxime Sodium,750,mg,INJ,10,,146.95,17.08,22.96,186.98,1.87,30-Apr-14,,Generic,
273,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0298,704637001,J01DD,S4,Adco Cefuroxime 1.5g (20ml),Cefuroxime ,1500,mg/20ml,INJ,1,,31.76,3.69,4.96,40.41,2.02,30-Apr-14,,Generic,
274,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0298,704637002,J01DD,S4,Adco Cefuroxime 1.5g (20ml),Cefuroxime Sodium,1500,mg/20ml,INJ,10,,317.59,36.9,49.63,404.13,2.02,30-Apr-14,,Generic,
275,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0296,704835001,J01DD,S4,Adco-Cefuroxime 250 mg ,Cefuroxime ,250,mg,INJ,1,,11.62,1.35,1.82,14.78,1.48,30-Apr-14,,Generic,
276,665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0296,704835002,J01DD,S4,Adco-Cefuroxime 250 mg ,Cefuroxime Sodium,250,mg,INJ,10,,116.18,13.5,18.15,147.83,1.48,30-Apr-14,,Generic,
277,665,Adcock Ingram Critical Care (Pty) Ltd,S/34/106,705035001,B05XA,S3,Sabax Dianeal 2.5,Calcium chloride dihydrate,257,mg/1000ml,SOL,5000,4,65.89,7.64,10.29,83.82,0,30-Apr-14,,Originator,
278,,,,,,,,Glucose,25,g/1000ml,,,,,,,,,,,,
279,,,,,,,,Magnesium chloride,50.8,g/1000ml,,,,,,,,,,,,
280,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
281,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
282,665,Adcock Ingram Critical Care (Pty) Ltd,S/34/106,705035002,B05XA,S3,Sabax Dianeal 2.5,Calcium chloride dihydrate,257,mg/1000ml,SOL,5000,4,65.89,7.64,10.29,83.82,0,30-Apr-14,,Originator,
283,,,,,,,,Magnesium chloride,50.8,g/1000ml,,,,,,,,,,,,
284,,,,,,,,Glucose,25,g/1000ml,,,,,,,,,,,,
285,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,
286,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,
287,665,Adcock Ingram Critical Care (Pty) Ltd,L614 (Act 101 /1965) ,705036001,B05XA,S3,Sabax  Dianeal 1.5 (5L In 5L),Calcium Chloride,260,g/1000ml,SOL,5000,4,65.89,7.64,10.29,83.82,0,30-Apr-14,,Originator,
288,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
289,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
290,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
291,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
292,665,Adcock Ingram Critical Care (Pty) Ltd,L614 (Act 101 /1965) ,705036002,B05XA,S3,Sabax  Dianeal 1.5 5L In 5L,Calcium Chloride,260,g/1000ml,SOL,5000,4,65.89,7.64,10.29,83.82,0,30-Apr-14,,Originator,
293,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
294,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
295,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
296,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
297,665,Adcock Ingram Critical Care (Pty) Ltd,L614 (Act 101 /1965) ,705036003,B05XA,S3,Sabax  Dianeal 1.5 (5L In 5L),Calcium Chloride,260,g/1000ml,SOL,5000,2,131.73,15.31,20.59,167.62,0.02,30-Apr-14,,Originator,
298,,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,
299,,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,
300,,,,,,,,Sodium chloride,5.6,g/1000ml,,,,,,,,,,,,
301,,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,
302,665,Adcock Ingram Critical Care (Pty) Ltd,85/23.4/3,705037001,B05XA,S3,Sabax Plasma Vet 3000ml,Magnesium chloride,0.305,g/1000ml,INF,3000,4,55.24,6.42,8.63,70.3,0.01,30-Apr-14,,Originator,
303,,,,,,,,Potassium chloride,0.373,g/1000ml,,,,,,,,,,,,
304,,,,,,,,Sodium chloride,7.6,g/1000ml,,,,,,,,,,,,
305,665,Adcock Ingram Critical Care (Pty) Ltd,85/23.4/3,705037002,B05XA,S3,Sabax Plasma Vet (3000ml),Sodium chloride,7.6,g/1000ml,INF,3000,4,55.24,6.42,8.63,70.3,0.01,30-Apr-14,,Originator,
306,,,,,,,,Potassium chloride,0.373,g/1000ml,,,,,,,,,,,,
307,,,,,,,,Magnesium chloride,0.305,g/1000ml,,,,,,,,,,,,
308,665,Adcock Ingram Critical Care (Pty) Ltd,,705038001,B05BB04,S1,Hemofil-M Factor VIII,Coagulation factor VIII,1,ZZZ,INJ,448,,12.18,1.42,1.9,15.5,0.03,30-Apr-14,,,
309,665,Adcock Ingram Critical Care (Pty) Ltd,M/34/290,705041001,B05XA,S1,Sabatane 0.05% 500Ml,Chlorhexidine,0.5,g,SOL,500,10,7.41,0.86,1.16,9.43,0,30-Apr-14,,Originator,
310,665,Adcock Ingram Critical Care (Pty) Ltd,A39/10.2.1/0373,705722001,R03AC,S3,Sabax Combineb,Ipratropium Bromide,0.5,mg/2.5ml,SOL,2.5,60,296.59,34.46,46.35,377.4,2.52,30-Apr-14,,Generic,
